accession,tax_id,organism_name,common_name,fasta_url_download
GCA_015147045.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147045.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015150055.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015150055.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015121695.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015121695.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015119075.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015119075.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015150875.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015150875.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015078815.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015078815.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015119155.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015119155.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015074985.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015074985.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015078835.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015078835.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015119895.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015119895.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015074765.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015074765.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015119865.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015119865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015076105.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015076105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147925.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147925.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015076125.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015076125.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015075925.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015075925.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015146765.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015146765.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147785.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147785.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015075985.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015075985.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147445.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147445.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147865.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147625.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147625.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145165.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145165.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145505.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145505.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015156315.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015156315.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015157105.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015157105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147845.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147845.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147545.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147545.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147385.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147385.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147005.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147005.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015076185.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015076185.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015125395.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015125395.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015089495.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015089495.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015125975.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015125975.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015076245.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015076245.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015089475.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015089475.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015110565.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015110565.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015110625.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015110625.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015112435.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015112435.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015112355.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015112355.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015075805.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015075805.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015158455.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015158455.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015075865.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015075865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015158415.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015158415.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015121505.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015121505.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015121455.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015121455.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015078855.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015078855.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015078795.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015078795.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147425.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147425.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147105.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147605.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147605.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147885.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147885.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015074665.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015074665.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015074625.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015074625.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147485.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147485.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015147745.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015147745.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015128885.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015128885.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015128765.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015128765.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015144725.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015144725.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015144105.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015144105.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003113115.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003113115.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391555.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391555.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015129045.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015129045.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015143255.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015143255.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_001500205.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_001500205.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391435.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391435.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003112915.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003112915.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145795.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145795.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003384065.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003384065.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003112815.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003112815.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145975.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145975.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145285.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145285.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003113235.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003113235.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145585.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145585.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391495.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391495.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145225.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145225.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145325.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145325.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145565.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145565.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015145665.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015145665.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_002022865.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_002022865.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003113175.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003113175.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391775.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391775.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003112875.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003112875.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003384745.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003384745.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003113215.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003113215.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391525.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391525.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015144265.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015144265.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_015144885.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_015144885.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391885.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391885.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003112955.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003112955.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003112855.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003112855.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
GCA_003391825.1,9606,Homo sapiens,human,"https://api.ncbi.nlm.nih.gov/datasets/v2alpha/genome/accession/GCA_003391825.1/download?include_annotation_type=DEFAULT,GENOME_FASTA,PROT_FASTA,RNA_FASTA,CDS_FASTA&filename=Homosapiens.zip"
